1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
1.000,0.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
0.000,1.000,0.000
1.000,0.000,0.000
0.000,0.000,1.000
0.000,0.000,1.000
0.000,0.000,1.000
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
0.333,0.333,0.333
